pair_id	stratum	expected_label	a_source	a_title	a_author	a_date	b_source	b_title	b_author	b_date	label	notes
109	positive_cross_source	same_manifestation_or_work	erara	Series Romanorum Pontificum Cum Reflexionibus Historicis : Quas Sub Auspicijs Et	Kolb, Gregor	1720	bsb	Series Romanorum Pontificum : Cum Reflexionibus Historicis, Quas Contra D. Joann	Kolb, Gregor	1721.		
110	positive_same_source	same_manifestation	bsb	Histori vom Leyden der heiligen Jungfrawen vn[d] Martyrin Caeciliae, vnnd jhrer 	Bosio, Antonio	1604	bsb	Histori vom Leyden der heiligen Jungfrawen vn[d] Martyrin Caeciliae, vnnd jhrer 	Bosio, Antonio	1604		
111	negative_same_block	likely_different	erara	Trophaea Sacra Valesiae &amp; Helvetiae Catholicae : Catholische Sigzeichen Der 	[s.n.]	1645	erara	Gallia belgica rhenana : Pläne in quarto und Prospekte : Sammelband der Ryhiner-	[s.n.]	1646		
112	positive_same_source	same_manifestation	bsb	Ioh. Hevmanni ... Exercitationes ivris vniversi praecipve Germanici / [1]	Heumann von Teutschenbrunn, Johann	(1749)	bsb	Ioh. Hevmanni ... Exercitationes ivris vniversi praecipve Germanici / 2 : quo me	Heumann von Teutschenbrunn, Johann	1749		
113	positive_cross_source	same_manifestation_or_work	erara	Critische Briefe	Bodmer, Johann Jakob	1746	bsb	Critische Briefe	Bodmer, Johann Jakob	1746		
114	negative_same_block	likely_different	erara	Verhandlungen der zweiten General-Versammlung der Actionaire der Prinz-Wilhelm-E	[s.n.]	1846	erara	[Schützenfest in Basel 1844]	[s.n.]	1844		
115	positive_related_edition	same_work_different_edition	bsb	Grosse TodtenBruderschaft, Das ist Ein kurtzer Entwurff Deß Sterblichen Lebens :	Abraham	1681	bsb	Epitaphium Illustrissimi Et Excellentissimi Domini, Domini Joannis Balthasaris C	Abraham	[1684]		
116	negative_same_author	different_work	erara	Saxonia inferior : Sammelband der Ryhiner-Kartensammlung / 6 Theatrum belli in S	Homannsche Erben	1730	erara	Respublica cisalpina : Pläne und Prospekte : Sammelband der Ryhiner-Kartensammlu	Homannsche Erben	1734		
117	positive_related_edition	same_work_different_edition	bsb	Controversiarvm Ivris Natvrae Et Gentivm Ex Historia Graeca Illvstratarvm Specim	Schwarz, Christian Gottlieb	1711	bsb	Lectorem B. ad orat. de fulminibus ... invitat, et ... vitam Pr. Apiani, brevite	Schwarz, Christian Gottlieb	1724		
118	positive_related_edition	same_work_different_edition	bsb	D. Georgius Fridericus Hildebrandt, Professor anatomes, De motu iridis quaedam d	Hildebrandt, Friedrich	1786	bsb	Friederich Hildebrandt der Arzneikunde und Chemie ordentlicher öffentlicher Lehr	Hildebrandt, Friedrich	1795		
119	negative_same_author	different_work	bsb	Practica vber die grossen vnd manigfeltigen Coniunction der Planeten, die i[m]m 	Reynmann, Leonhard	1523	bsb	Wetter-Büchlein : Von warer erkantnus des wetters	Reynmann, Leonhard	1530		
120	negative_same_block	likely_different	erara	Saxonia inferior cis-albina - Pläne und Prospekte : Sammelband der Ryhiner-Karte	[s.n.]	1653	erara	Saxonia inferior cis-albina - Pläne und Prospekte : Sammelband der Ryhiner-Karte	[s.n.]	1650		
121	positive_related_edition	same_work_different_edition	bsb	Tullus Hostilius tertius Romanorum rex, dissertatione historico-politica descrip	Arnold, Johann Gerhard	1670	bsb	Tabulae de philosophia in genere	Arnold, Johann Gerhard	1697		
122	positive_related_edition	same_work_different_edition	bsb	In regum duos ultimos libros annotationes	Bugenhagen, Johannes	1525	bsb	Joh. Bugenhagii Pomerania : In Quatuor Libros Divisa. Quorum Primus agit de Pome	Bugenhagen, Johannes	1728		
123	negative_same_block	likely_different	erara	Tabor	[s.n.]	1873	erara	Materialien zur Anfertigung geologischer Karten der kaiserlichen Bergwerks-Distr	[s.n.]	1870		
124	negative_same_block	likely_different	erara	Almagestum novum astronomiam veterem novamque complectens observatiobus aliorum 	[s.n.]	1651	erara	Belgia propria : Pläne, Prospekte in quarto : Sammelband der Ryhiner-Kartensamml	[s.n.]	1654		
125	negative_same_author	different_work	bsb	Willhelm Shakespears Schauspiele / 3 : [Der Kaufmann von Venedig. Wie es euch 	Shakespeare, William	1778	bsb	Julius Cäsar oder Die Verschwörung des Brutus : ein Trauerspiel in sechs Handlun	Shakespeare, William	1785		
126	positive_same_source	same_manifestation	bsb	Johann Potters Griechische Archäologie, oder Alterthümer Griechenlandes / Erster	Potter, John	1775	bsb	Johann Potters Griechische Archäologie, oder Alterthümer Griechenlandes / 2	Potter, John	(1776)		
127	negative_same_block	likely_different	erara	The  History Of Pendennis : His Fortunes And Misfortunes, His Friends And His Gr	[s.n.]	1849	erara	Organisation des Finanzwesens : Verordnung vom 25. Herbstmonat 1846	[s.n.]	1846		
128	negative_same_author	different_work	bsb	De Ignoto Atticorum Deo Ad Actor. XVII, 23	Mosheim, Johann Lorenz von	1725	bsb	Specimen tractatus edendi de turbis sacris in ecclesia Goslar. a tempore reforma	Mosheim, Johann Lorenz von	1727		
129	negative_same_author	different_work	bsb	Propositiones reliquorum Librorum Geometriæ Euclidis : Græce,&amp; Latine, in vs	Euclides	M. D. LXIIII.	bsb	Euclidis Elementorum libri XV : Accessit liber XVI. De Solidorum Regularium cuiu	Euclides	1607		
130	positive_same_source	same_manifestation	bsb	Ioannis Lvdovici Viuis Valentini, de Disciplinis : Libri XX. in tres Tomos disti	Vives, Juan Luis	1536	bsb	Ioannis Lvdovici Viuis Valentini, de Disciplinis : Libri XX. in tres Tomos disti	Vives, Juan Luis	1536		
131	positive_same_source	same_manifestation	bsb	Diss. ... de comitiis Romano-Germanorum	Suevus, Gottfried	1648	bsb	Diss. ... de comitiis Romano-Germanorum	Suevus, Gottfried	1648		
132	negative_same_block	likely_different	erara	Zeichnungen und Notizen von den Arbeiten an dem Gange unter der Themse von Rothe	[s.n.]	1827	erara	Aristides / von Dindorf, Wilhelm / Voll. II.	[s.n.]	1829		
133	positive_related_edition	same_work_different_edition	bsb	Christianus Pie Moriens, Seu Adjumenta Procurandae Bonae Mortis : Opusculum Pers	Bellecius, Aloysius	1756	bsb	R. P Aloysii Bellecii aus der Gesellschaft Jesu, Geistliche Gemüths-Versam[m]lun	Bellecius, Aloysius	1772		
134	negative_same_author	different_work	bsb	Interpretatio rubricae: Ne filius pro patre, ex iuris naturae fontibus eruta	Willenberg, Samuel Friedrich	1713	bsb	Disputatio Juridica De Consensu Parentum Supplendo Per Magistratum In Nuptiis Li	Willenberg, Samuel Friedrich	[1709]		
135	positive_same_source	same_manifestation	bsb	Florum sparsio ad rubrum tituli Cod. Theodosiani et Iustiniani de silentiariis e	Lauhn, Bernhard Friedrich Rudolph	1743	bsb	Florum sparsio ad rubrum tituli Cod. Theodosiani et Iustiniani de silentiariis e	Lauhn, Bernhard Friedrich Rudolph	1743		
136	negative_same_block	likely_different	erara	[Zürich von Norden, mit Limmat]	[s.n.]	1842	erara	Andachtsbuch für die erwachsene Jugend : Söhnen und Töchtern gewidmet vom Verfas	[s.n.]	1847		
137	negative_same_block	likely_different	gallica	Arrêt du conseil d'Etat concernant les travaux et réparations à faire aux rivièr	France. Conseil d'État (13..-1791). Auteur du texte	1785	gallica	Arrêt de parlement qui condamne Louis-Agnau Gaudissart aux galères à perpétuité 	France. Parlement de Paris. Auteur du texte	1781		
138	positive_related_edition	same_work_different_edition	bsb	Handzeichnungen nach der Natur : [Theodor Gottlieb von Hippel]	Hippel, Theodor Gottlieb von	1790	erara	Hippels Lebensläufe	Hippel, Theodor Gottlieb von	1893		
139	negative_same_author	different_work	bsb	Wikkuah: ha-mar'ah she-David ha-melekh àlaw ha-shalom ha-tinva she-yithkeù ha-me	Frischmuth, Johann	1663	bsb	Exercitium acad. ad loca quaedam Scripturae illustranda, Deut. XXXIII, 2. Psal	Frischmuth, Johann	1685		
140	positive_same_source	same_manifestation	bsb	Monasticon Avgvstinianvm : in quo Omnium Ordinum sub Regula S. Augustini militan	Crusenius, Nicolaus	1623	bsb	Monasticon Avgvstinianvm : in quo Omnium Ordinum sub Regula S. Augustini militan	Crusenius, Nicolaus	1623		
141	negative_same_block	likely_different	erara	Der  Canton Aargau	[s.n.]	1840	erara	Abhandlungen der Naturforschenden Gesellschaft in Zürich zur Feier ihres hundert	[s.n.]	1847		
142	negative_same_block	likely_different	erara	Prof. Dr. Thomé's Flora von Deutschland, Österreich und der Schweiz in Wort und 	[s.n.]	1886	erara	Die  österreichische Polarstation Jan Mayen : Beobachtungs-Ergebnisse / III. Ban	[s.n.]	1886		
143	positive_related_edition	same_work_different_edition	bsb	Diss. philol. hist. de sacris ludisque Romanorum secularibus : qua ad sacra se	Goldner, Georg Ludwig	1700	bsb	Dissertatiuncula de ingeniorum docilium habiliumque diversitate : qua illustri	Goldner, Georg Ludwig	1710		
144	negative_same_block	likely_different	bsb	Der Ewigkheit Vorbott, deß Todtß Heroldt : So gesunden, Kranckhen und sterbend	Drexel, Jeremias	1649	bsb	Noe, Der Arche[n] Bawmaister/ und des Sündfluß SchiffHerr	Drexel, Jeremias	1646		
145	positive_related_edition	same_work_different_edition	bsb	Frag, ob die Christenheit in den allerersten fünfhundert Jahren das Abendmahl je	Merz, Aloys	1768	bsb	Frag, Ob der Grundsatz des Herrn Abts Jerusalem: die Simplicität in Dogmen, oder	Merz, Aloys	1775		
146	hard_anonymous	unknown	gallica	Catalogue de tableaux, etc.... d'un amateur italien...	Unknown	1767	gallica	Catalogue de tableaux des trois écoles, gouaches, miniatures, dessins montés, te	Unknown	1783		
147	positive_same_source	same_manifestation	bsb	Ausführliche Arbeit Von der Teutschen HaubtSprache : Worin enthalten Gemelter di	Schottel, Justus Georg	1663	bsb	Ausführliche Arbeit Von der Teutschen HaubtSprache : Worin enthalten Gemelter di	Schottel, Justus Georg	1663		
148	positive_cross_source	same_manifestation_or_work	erara	Beschreibung einer neuen hydrostatischen Wage : nebst zweyen hiezu gehörigen Abh	Brander, Georg Friedrich	1771	bsb	Beschreibung einer neuen hydrostatischen Wage : nebst zweyen hiezu gehörigen Abh	Brander, Georg Friedrich	1771		
149	positive_related_edition	same_work_different_edition	erara	Ansicht des Zapport Grat und dem Rheinquell und Rheinwaldhorn bis zum Guferhorn	Müller, Johann	1873	erara	Gebirgsansicht ob dem Lago Retico am Cristallinapass 2404 : im Canton Graubündte	Müller, Johann	1875		
150	positive_same_source	same_manifestation	bsb	D. Walters Medicinische und öconomische Abhandlung vom Butter Und dessen vielfäl	Walter, Tob.	1751	bsb	D. Walters Medicinische und öconomische Abhandlung vom Butter Und dessen vielfäl	Walter, Tob.	1751		
151	negative_same_author	different_work	bsb	Candidatus Abbreviatus Jurisprudentiae Sacrae, Hoc est, Juris Canonici Secundum 	Pichler, Vitus	1755	bsb	Candidatus Jurisprudentiae Sacrae, Seu Juris Canonici, secundum Gregorii Papae I	Pichler, Vitus	1727		
152	negative_same_author	different_work	bsb	Bibliotheca Historico-Litteraria Zapfiana, Sive Catalogus Librorum Historiam rei	Zapf, Georg Wilhelm	1792	bsb	Nachtrag zu Johann von Dalberg, Bischofen von Worms	Zapf, Georg Wilhelm	1798.		
153	negative_same_author	different_work	bsb	Rmi. P. Joannis Sto. Thoma ... Cursus theologici ... / 7 : In III. partem D. Tho	Johannes	1711	bsb	Des heiligen Kirchenlehrers Johannes Chrysostomus Erzbischofs und Patriarchen 	Johannes	(1772)		
154	positive_related_edition	same_work_different_edition	bsb	Dissertatio Medica Inavgvralis De Opio	Hamberger, Georg Erhard	[1749]	bsb	Dissertatio Medica Inauguralis De Svffocatione	Hamberger, Georg Erhard	[1753]		
155	positive_borderline	unknown	bsb	Von dem Hellen diser zeit von vilen hoch gerümbtem klaren vnd offenbarem VVort G	Hosius, Stanislaus	1559	bsb	Von dem Hellen, diser Zeit von vilen, hoch gerümbten, klaren vnd offenbarem VVor	Hosius, Stanislaus	1559		
156	negative_same_author	different_work	erara	Metaphysica controversa, in Alma, &amp; archi-episcopali Universitate Salisburge	Schmier, Benedict	1715	bsb	Fundamentum et vertex universi iuris can., id est romanus et summus pontifex ...	Schmier, Benedict	1716		
157	negative_same_block	likely_different	erara	Carte der europaeischen Türkey nebst einem Theile von Kleinasien in XXI. Blaette	[s.n.]	1829	erara	Graf Andrej Ivanovič Ušakov, general anšef i senator : iz Sobranija portretov iz	[s.n.]	1824		
158	positive_same_source	same_manifestation	bsb	Der Kreuzzug gegen die Franken	Clauer, Karl Gottlieb Daniel von	1792	bsb	Der Kreuzzug gegen die Franken	Clauer, Karl Gottlieb Daniel von	1796		
159	negative_same_block	likely_different	erara	Bericht des Schweizerischen Schulrathes an den hohen schweizerischen Bundesrath 	[s.n.]	1879	erara	Bekleidungsreglement für die schweizerische Armee	[s.n.]	1875		
160	negative_same_block	likely_different	erara	Johann Franz van Berkhey's, Med. D. Naturgeschichte von Holland / Erster Band.	[s.n.]	1779	erara	Evangelia Graece et Latine, quae singulis anni diebus dominicis in ecclesia legi	[s.n.]	1770		
161	positive_related_edition	same_work_different_edition	bsb	Die Fried- und Nutzbringende Kunst-Weisheit : das ist unmaßgeblicher Vorschlag	Weigel, Erhard	1673	bsb	Pendulum ex tetracty deductum ... sistit	Weigel, Erhard	1674		
162	positive_same_source	same_manifestation	bsb	Nvm Recte Dictvm Sit A Concionatoribvs Arg. Nihil Nobis Tribvas, Nihil Nobis Avf	Pacatius, Josephus	1523	bsb	Nvm Recte Dictvm Sit A Concionatoribvs Arg. Nihil Nobis Tribvas, Nihil Nobis Avf	Pacatius, Josephus	1523		
163	negative_same_author	different_work	erara	Leben Joseph Werner's von Bern	Lips, Johann Heinrich	1805	erara	St. Gramsalbus	Lips, Johann Heinrich	1793		
164	positive_cross_source	same_manifestation_or_work	erara	Tres eruditae Udalrici Hugualdi epistolae : quarum ultimam legant qui hodie Evan	Hugwald, Ulrich	1521	bsb	Tres Ervditae Vdalrici Hvgvaldi Epistolae : quarum ultima[m] legant qui hodie Eu	Hugwald, Ulrich	1521		
165	negative_same_block	likely_different	erara	Klopstock's Briefwechsel / Erster Theil.	[s.n.]	1842	erara	Fragmentarische Anthologie aus Herder / Zweiter Theil.	[s.n.]	1843		
166	positive_related_edition	same_work_different_edition	bsb	Anleitung zur Verfertigung schöner Zimmerwerksrisse, und wie solche mit Tusch od	Voch, Lukas	1777	bsb	Lukas Vochs, Ingenieur und Architekt, auch der kaiserlichen Akademie freyer Küns	Voch, Lukas	1781		
167	negative_same_author	different_work	gallica	Rapport sur les inscriptions des monumens publics : séance du 22 nivôse, l'an II	Grégoire, Abbé (1750-1831). Auteur du texte	1794	gallica	Réflexions générales sur le duel . Par M. l'abbé Grégoire, curé d'Embermesnil &a	Grégoire, Abbé (1750-1831). Auteur du texte	1790		
168	negative_same_author	different_work	erara	Ordonnance du roy, portant règlement pour la fonte &amp; l'épreuve des pièces de	Ludwig	1732	erara	Copie de la lettre du Roy Treschretien aux 13 louables Cantons &amp; Coalliez de	Ludwig	1702		
169	positive_borderline	unknown	bsb	Atlas Homannianus illustratus : Das ist Geographische, Physikalische, Moralische	Schatz, Johann Jacob	1737	bsb	Atlas Homannianus illustratus, das ist: Geographische, physicalische, moralische	Schatz, Johann Jacob	(1736)		
170	positive_same_source	same_manifestation	bsb	Paedagogus Latinus Germaniae iuventutis sive lexicon Germanico-Latinum et Latino	Bayer, Jakob	1753	bsb	Paedagogus Latinus Germaniae iuventutis sive lexicon Germanico-Latinum et Latino	Bayer, Jakob	1753		
171	positive_related_edition	same_work_different_edition	bsb	Conspectus Reipublicae literariae	Heumann, Christoph August	1726	bsb	Diss. qua regis Italiae Gothici Athalarici edictum de eligendo Papa Romae in t	Heumann, Christoph August	1740		
172	positive_related_edition	same_work_different_edition	erara	Silesia borussica : Pläne und Prospekte : Sammelband der Ryhiner-Kartensammlung 	Werner, Friedrich Bernhard	1730	erara	Silesia borussica : Pläne und Prospekte : Sammelband der Ryhiner-Kartensammlung 	Werner, Friedrich Bernhard	1738		
173	negative_same_block	likely_different	erara	Encyclopédie ou dictionnaire raisonné des sciences, des arts et des métiers, par	[s.n.]	1779	erara	J. Caspar Müller v. Zürich : Professor zu Berlin, ao 1776	[s.n.]	1774		
174	positive_related_edition	same_work_different_edition	bsb	De Comparatione Philosophiae Gentilis Cvm Scriptvra Sacra Et Religionis Christia	Brucker, Johann Jakob	[1719]	bsb	Entwurf einer urkundenmäßigen Geschichte der evangelischen Pfarrkirche zum heili	Brucker, Johann Jakob	1753		
175	negative_same_author	different_work	bsb	Christliche Newe Jahrs Predigten, in vier vnderschidliche Tractat verfaßt : Dari	Sauter, Caspar	1602	bsb	Erklärung des h. Propheten Joels und in 18 unterschiedlichen Predigten verfasset	Sauter, Caspar	1593		
176	positive_related_edition	same_work_different_edition	bsb	Desyderii Erasmi Roterodami, de duplici Copia rerum ac verborum, Commentarij duo	Erasmus, Desiderius	1514	erara	D. Erasmi Roterodami Viri vndecunque doctissimi Lucubrationes quarum Index posit	Erasmus, Desiderius	1515		
177	hard_multivolume	same_work_different_volume	bsb	Authoritas romani pontificis methodo polemico-historico-scholastica in usum theo	Oberndorffer, Coelestin	1760	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
178	positive_same_source	same_manifestation	bsb	Assertionum philosophicarum ... / Pars 1 : Acroamatica, de principiis, causis et	Zollet, Gregor	1677	bsb	Assertionum philosophicarum ... / Pars 1 : Acroamatica, de principiis, causis et	Zollet, Gregor	1677		
179	positive_same_source	same_manifestation	bsb	Commentaria In Omnes Terentii Fabvlas Compendiosa : Quibus Per Singvlas Scenas R	Terentius Afer, Publius	1555	bsb	Commentaria In Omnes Terentii Fabvlas Compendiosa : Quibus Per Singulas Scenas R	Terentius Afer, Publius	1555		
180	negative_same_block	likely_different	erara	Gallia belgica rhenana : Pläne in quarto und Prospekte : Sammelband der Ryhiner-	[s.n.]	1646	erara	Germania rhenana orientalis - Prospekte der Städte und Orte : Sammelband der Ryh	[s.n.]	1646		
